Product_ID,Sale_Date,Sales_Rep,Region,Unit_Price,Quantity_Sold,Sales_Amount,Customer_Type,Unit_Cost,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1087,2023-01-12,Charlie,North,113.9628571,21,2393.22,New,106.4108571,0.03,Bank Transfer,Retail,North-Charlie
1094,2023-01-12,Eve,West,109.1514286,38,4147.754286,Returning,98.39942857,0.01,Credit Card,Retail,West-Eve
1012,2023-01-13,Alice,East,99.02257143,39,3861.880286,New,89.32914286,0.08,Cash,Online,East-Alice
1090,2023-01-13,Alice,East,81.13514286,17,1379.297429,Returning,68.08514286,0.23,Bank Transfer,Retail,East-Alice
1024,2023-01-14,Bob,South,87.02685714,45,3916.208571,New,76.97114286,0.01,Cash,Retail,South-Bob
1033,2023-01-14,Alice,West,39.07885714,24,937.8925714,New,38.44771429,0.06,Bank Transfer,Online,West-Alice
1056,2023-01-14,Charlie,West,73.83857143,25,1845.964286,Returning,67.47828571,0.2,Cash,Online,West-Charlie
1058,2023-01-14,Bob,East,142.8222857,6,856.9337143,Returning,142.506,0.17,Cash,Retail,East-Bob
1017,2023-01-15,Eve,North,88.02971429,6,528.1782857,Returning,74.12628571,0.1,Bank Transfer,Retail,North-Eve
1027,2023-01-15,Bob,West,13.64771429,26,354.8405714,Returning,4.260285714,0.14,Cash,Retail,West-Bob
1040,2023-01-15,Charlie,North,21.94457143,19,416.9468571,Returning,9.78,0.09,Credit Card,Online,North-Charlie
1042,2023-01-15,David,South,67.63171429,46,3111.058857,New,62.068,0.16,Cash,Retail,South-David
1094,2023-01-15,Bob,North,134.1582857,45,6037.122857,Returning,127.7402857,0.06,Cash,Retail,North-Bob
1013,2023-01-16,Eve,East,107.4002857,20,2148.005714,Returning,95.90342857,0.05,Credit Card,Retail,East-Eve
1034,2023-01-16,Alice,North,14.07657143,13,182.9954286,New,10.466,0.12,Credit Card,Retail,North-Alice
1009,2023-01-17,David,West,70.76571429,12,849.1885714,New,65.10485714,0.09,Cash,Retail,West-David
1016,2023-01-17,Eve,West,84.39742857,21,1772.346,New,81.82114286,0.1,Bank Transfer,Retail,West-Eve
1029,2023-01-17,Charlie,North,89.53,31,2775.43,Returning,77.68571429,0.17,Bank Transfer,Retail,North-Charlie
1060,2023-01-17,Bob,South,45.22542857,3,135.6762857,New,34.01171429,0.02,Credit Card,Retail,South-Bob
1076,2023-01-17,Charlie,South,63.17628571,16,1010.820571,Returning,56.11857143,0.21,Bank Transfer,Online,South-Charlie
1080,2023-01-17,Bob,South,120.3214286,47,5655.107143,Returning,115.2951429,0.07,Bank Transfer,Online,South-Bob
1080,2023-01-18,Charlie,East,56.68057143,44,2493.945143,New,50.39057143,0.24,Credit Card,Online,East-Charlie
1048,2023-01-19,Bob,West,134.9485714,7,944.64,Returning,123.17,0.05,Credit Card,Retail,West-Bob
1017,2023-01-20,Bob,East,99.47771429,29,2884.853714,New,97.44257143,0.24,Bank Transfer,Retail,East-Bob
1046,2023-01-20,Eve,East,119.98,43,5159.14,New,115.7834286,0.1,Bank Transfer,Retail,East-Eve
1053,2023-01-20,David,West,84.09457143,42,3531.972,New,69.81628571,0.29,Cash,Online,West-David
1092,2023-01-20,Charlie,East,135.1994286,40,5407.977143,New,132.1188571,0.2,Bank Transfer,Retail,East-Charlie
1003,2023-01-21,Charlie,North,59.74942857,3,179.2482857,Returning,51.20142857,0.09,Cash,Retail,North-Charlie
1006,2023-01-22,Alice,South,125.88,29,3650.52,New,124.3797143,0.04,Bank Transfer,Online,South-Alice
1035,2023-01-22,Alice,North,120.9977143,28,3387.936,New,107.7537143,0.28,Credit Card,Retail,North-Alice
1045,2023-01-22,Bob,East,84.616,46,3892.336,Returning,73.63085714,0.1,Cash,Online,East-Bob
1018,2023-01-23,David,North,35.96085714,20,719.2171429,Returning,32.58914286,0.26,Bank Transfer,Online,North-David
1037,2023-01-23,Bob,North,91.21057143,40,3648.422857,Returning,79.71742857,0.26,Bank Transfer,Online,North-Bob
1037,2023-01-23,Charlie,East,39.498,25,987.45,Returning,30.70342857,0.24,Credit Card,Retail,East-Charlie
1017,2023-01-24,Eve,North,39.974,27,1079.298,Returning,26.51114286,0.27,Credit Card,Online,North-Eve
1054,2023-01-24,Bob,East,132.7794286,22,2921.147429,Returning,120.0022857,0.11,Cash,Online,East-Bob
1011,2023-01-25,Eve,North,43.15142857,22,949.3314286,Returning,37.84342857,0.15,Cash,Retail,North-Eve
1048,2023-01-25,Eve,South,57.17371429,7,400.216,New,47.298,0.19,Bank Transfer,Online,South-Eve
1061,2023-01-25,Bob,East,128.766,38,4893.108,Returning,126.8817143,0.24,Bank Transfer,Online,East-Bob
1083,2023-01-25,David,East,44.20742857,34,1503.052571,New,33.36885714,0.11,Bank Transfer,Online,East-David
1090,2023-01-25,Charlie,South,132.7242857,17,2256.312857,New,119.7217143,0.12,Credit Card,Retail,South-Charlie
1096,2023-01-25,Charlie,West,141.9268571,27,3832.025143,New,137.4,0.12,Cash,Online,West-Charlie
1018,2023-01-26,Alice,East,71.97342857,11,791.7077143,Returning,68.99485714,0,Cash,Online,East-Alice
1023,2023-01-26,David,North,66.55342857,36,2395.923429,New,56.90628571,0.28,Credit Card,Retail,North-David
1026,2023-01-26,David,East,117.6537143,5,588.2685714,Returning,116.9602857,0.12,Credit Card,Retail,East-David
1016,2023-01-27,Eve,North,98.02828571,41,4019.159714,New,96.75685714,0.21,Bank Transfer,Retail,North-Eve
1034,2023-01-27,Bob,East,88.04285714,38,3345.628571,New,77.99285714,0.01,Bank Transfer,Online,East-Bob
1065,2023-01-27,Bob,South,59.41828571,12,713.0194286,Returning,58.16228571,0.04,Cash,Online,South-Bob
1092,2023-01-27,David,West,114.3988571,26,2974.370286,New,105.6368571,0.24,Cash,Online,West-David
1007,2023-01-29,Charlie,West,110.3017143,13,1433.922286,Returning,107.5845714,0.22,Cash,Retail,West-Charlie
1009,2023-01-29,Eve,West,110.9648571,16,1775.437714,Returning,107.0197143,0.18,Bank Transfer,Retail,West-Eve
1017,2023-01-29,Charlie,South,48.49114286,19,921.3317143,New,35.232,0.1,Credit Card,Online,South-Charlie
1018,2023-01-29,David,West,143.1837143,25,3579.592857,New,133.1662857,0.07,Bank Transfer,Online,West-David
1042,2023-01-29,Eve,North,81.44457143,25,2036.114286,New,68.67257143,0.13,Bank Transfer,Online,North-Eve
1092,2023-01-29,Bob,South,83.25085714,13,1082.261143,New,76.7,0.08,Credit Card,Retail,South-Bob
1042,2023-01-31,Alice,North,23.26114286,11,255.8725714,Returning,18.14857143,0.02,Cash,Online,North-Alice
1057,2023-01-31,Charlie,North,147.574,36,5312.664,Returning,142.7228571,0.24,Cash,Online,North-Charlie
1069,2023-02-01,Eve,North,91.988,18,1655.784,New,78.86314286,0.27,Bank Transfer,Retail,North-Eve
1097,2023-02-01,Alice,West,125.5337143,27,3389.410286,Returning,113.0054286,0.04,Credit Card,Online,West-Alice
1096,2023-02-02,Alice,East,58.17714286,31,1803.491429,New,49.264,0.17,Cash,Online,East-Alice
1013,2023-02-03,Bob,North,132.6522857,42,5571.396,New,132.1522857,0.19,Credit Card,Online,North-Bob
1035,2023-02-03,Charlie,North,137.012,5,685.06,Returning,128.11,0.23,Cash,Online,North-Charlie
1052,2023-02-03,Bob,North,7.634857143,18,137.4274286,Returning,4.364285714,0.09,Cash,Online,North-Bob
1026,2023-02-04,Alice,West,49.02371429,19,931.4505714,New,36.15657143,0.05,Credit Card,Retail,West-Alice
1038,2023-02-04,Charlie,North,19.60714286,7,137.25,Returning,14.94342857,0.04,Cash,Online,North-Charlie
1030,2023-02-05,David,East,83.596,49,4096.204,Returning,74.00828571,0.26,Cash,Retail,East-David
1048,2023-02-05,David,North,148.1768571,42,6223.428,Returning,134.9665714,0.22,Credit Card,Online,North-David
1080,2023-02-05,Charlie,South,44.29114286,9,398.6202857,New,32.61485714,0.28,Credit Card,Retail,South-Charlie
1026,2023-02-06,Bob,West,6.259428571,34,212.8205714,New,1.952285714,0.02,Credit Card,Online,West-Bob
1027,2023-02-06,Eve,West,42.43828571,45,1909.722857,New,32.96857143,0.25,Credit Card,Retail,West-Eve
1036,2023-02-06,Charlie,East,123.7551429,26,3217.633714,Returning,121.896,0.14,Credit Card,Retail,East-Charlie
1017,2023-02-07,Charlie,West,31.28342857,2,62.56685714,New,20.81171429,0.24,Cash,Retail,West-Charlie
1027,2023-02-07,Bob,West,36.34257143,3,109.0277143,New,28.54542857,0.15,Credit Card,Online,West-Bob
1072,2023-02-07,Bob,East,114.3608571,26,2973.382286,New,104.0048571,0.05,Credit Card,Retail,East-Bob
1077,2023-02-07,Eve,West,78.374,12,940.488,New,69.356,0.29,Credit Card,Retail,West-Eve
1081,2023-02-07,David,East,82.264,41,3372.824,New,79.488,0.21,Bank Transfer,Online,East-David
1015,2023-02-08,Charlie,East,76.70942857,23,1764.316857,New,75.56485714,0.24,Cash,Online,East-Charlie
1027,2023-02-08,Alice,West,63.45428571,20,1269.085714,New,49.946,0.23,Credit Card,Retail,West-Alice
1033,2023-02-08,Eve,North,124.15,39,4841.85,Returning,120.9374286,0.12,Bank Transfer,Online,North-Eve
1048,2023-02-08,Charlie,West,102.0745714,27,2756.013429,Returning,91.36457143,0.08,Credit Card,Online,West-Charlie
1078,2023-02-08,Alice,South,90.95942857,49,4457.012,Returning,86.48142857,0.25,Cash,Retail,South-Alice
1090,2023-02-08,Charlie,North,102.2425714,44,4498.673143,Returning,101.2051429,0.12,Cash,Online,North-Charlie
1020,2023-02-09,Charlie,East,19.31171429,29,560.0397143,Returning,5.258571429,0.1,Cash,Retail,East-Charlie
1038,2023-02-09,Alice,East,120.8051429,16,1932.882286,New,111.42,0.27,Cash,Retail,East-Alice
1039,2023-02-09,David,South,58.75285714,20,1175.057143,Returning,57.546,0.21,Bank Transfer,Retail,South-David
1046,2023-02-09,Charlie,East,37.01057143,3,111.0317143,New,34.74742857,0.14,Cash,Retail,East-Charlie
1092,2023-02-09,David,West,63.96142857,34,2174.688571,New,58.21171429,0.3,Credit Card,Online,West-David
1092,2023-02-09,Alice,South,116.2408571,14,1627.372,New,102.4737143,0.22,Credit Card,Online,South-Alice
1024,2023-02-10,David,East,50.88828571,13,661.5477143,New,42.68228571,0.04,Cash,Retail,East-David
1056,2023-02-10,Bob,West,40.69057143,42,1709.004,New,30.86057143,0.1,Cash,Online,West-Bob
1092,2023-02-10,Bob,East,116.4845714,47,5474.774857,Returning,105.1865714,0.17,Cash,Retail,East-Bob
1014,2023-02-11,David,West,78.50885714,44,3454.389714,Returning,64.49942857,0.27,Cash,Online,West-David
1021,2023-02-11,Charlie,West,31.61457143,32,1011.666286,New,25.73685714,0.21,Cash,Online,West-Charlie
1028,2023-02-11,Alice,East,79.03,24,1896.72,Returning,72.02942857,0.16,Bank Transfer,Retail,East-Alice
1034,2023-02-11,Eve,South,20.53485714,26,533.9062857,New,19.05714286,0.2,Cash,Retail,South-Eve
1050,2023-02-11,Charlie,West,24.32428571,48,1167.565714,Returning,20.28742857,0.04,Bank Transfer,Online,West-Charlie
1076,2023-02-13,Eve,North,17.84885714,17,303.4305714,New,17.25942857,0.14,Bank Transfer,Retail,North-Eve
1044,2023-02-14,David,West,71.27085714,12,855.2502857,Returning,63.466,0.22,Bank Transfer,Online,West-David
1099,2023-02-14,David,South,55.67028571,32,1781.449143,New,43.36742857,0.02,Credit Card,Online,South-David
1025,2023-02-15,David,South,48.67542857,45,2190.394286,New,45.37257143,0.2,Bank Transfer,Retail,South-David
1074,2023-02-15,Alice,South,36.17857143,31,1121.535714,Returning,32.52342857,0.14,Cash,Retail,South-Alice
1074,2023-02-15,Bob,West,48.73457143,1,48.73457143,Returning,37.26371429,0.01,Cash,Retail,West-Bob
1094,2023-02-15,Charlie,South,101.6394286,47,4777.053143,New,98.58171429,0.2,Credit Card,Online,South-Charlie
1010,2023-02-16,David,East,69.42657143,47,3263.048857,Returning,64.72514286,0.06,Bank Transfer,Online,East-David
1028,2023-02-16,Bob,East,64.056,24,1537.344,Returning,56.25971429,0.02,Credit Card,Online,East-Bob
1044,2023-02-16,David,South,98.70742857,22,2171.563429,Returning,96.38457143,0.22,Bank Transfer,Retail,South-David
1053,2023-02-16,Eve,West,55.50142857,11,610.5157143,New,45.22457143,0.17,Credit Card,Retail,West-Eve
1001,2023-02-18,David,West,36.76914286,27,992.7668571,Returning,26.82914286,0.07,Credit Card,Retail,West-David
1007,2023-02-18,Alice,South,65.40771429,34,2223.862286,Returning,54.88771429,0.07,Bank Transfer,Retail,South-Alice
1003,2023-02-19,Alice,East,149.3694286,45,6721.624286,New,142.1182857,0.21,Bank Transfer,Online,East-Alice
1084,2023-02-19,David,West,23.226,35,812.91,New,13.30314286,0.16,Bank Transfer,Online,West-David
1002,2023-02-20,Charlie,West,15.934,26,414.284,New,14.54114286,0.22,Credit Card,Retail,West-Charlie
1017,2023-02-20,Charlie,North,4.774857143,16,76.39771429,New,2.920857143,0.04,Credit Card,Retail,North-Charlie
1049,2023-02-21,Alice,East,106.0642857,31,3287.992857,New,102.0068571,0.03,Credit Card,Online,East-Alice
1046,2023-02-22,Alice,South,81.19085714,46,3734.779429,New,72.90171429,0.09,Bank Transfer,Retail,South-Alice
1048,2023-02-23,Bob,West,132.6117143,47,6232.750571,New,129.596,0.27,Credit Card,Retail,West-Bob
1100,2023-02-23,Eve,North,70.65657143,43,3038.232571,New,60.45971429,0.01,Credit Card,Retail,North-Eve
1008,2023-02-24,Eve,West,67.58142857,22,1486.791429,New,64.83771429,0.03,Cash,Retail,West-Eve
1054,2023-02-24,Alice,North,62.53314286,43,2688.925143,Returning,60.70628571,0.03,Credit Card,Retail,North-Alice
1068,2023-02-24,Bob,North,104.3262857,22,2295.178286,Returning,103.4174286,0.26,Bank Transfer,Online,North-Bob
1094,2023-02-24,Bob,West,124.5365714,7,871.756,Returning,117.7822857,0.26,Bank Transfer,Retail,West-Bob
1099,2023-02-24,David,East,76.64371429,35,2682.53,New,74.57685714,0.14,Cash,Retail,East-David
1013,2023-02-25,Eve,East,86.39914286,31,2678.373429,Returning,78.77314286,0.21,Cash,Online,East-Eve
1086,2023-02-26,Bob,West,148.3148571,5,741.5742857,New,140.9742857,0.3,Bank Transfer,Online,West-Bob
1083,2023-02-27,Alice,West,114.3857143,20,2287.714286,New,103.3597143,0.01,Credit Card,Retail,West-Alice
1085,2023-02-27,Eve,West,108.04,45,4861.8,Returning,95.02742857,0.27,Credit Card,Online,West-Eve
1007,2023-02-28,Charlie,East,122.0834286,43,5249.587429,New,113.35,0.27,Credit Card,Online,East-Charlie
1012,2023-02-28,David,East,111.6677143,33,3685.034571,New,109.4597143,0.29,Cash,Retail,East-David
1025,2023-02-28,Bob,East,25.27171429,14,353.804,New,24.55971429,0.12,Bank Transfer,Online,East-Bob
1033,2023-02-28,David,West,90.78971429,3,272.3691429,Returning,84.53571429,0.17,Cash,Online,West-David
1056,2023-02-28,Eve,North,45.99828571,37,1701.936571,Returning,44.44028571,0.16,Credit Card,Online,North-Eve
1087,2023-02-28,Alice,West,121.746,15,1826.19,Returning,116.4188571,0.05,Credit Card,Retail,West-Alice
1029,2023-03-01,David,East,88.80857143,28,2486.64,New,82.10085714,0.15,Credit Card,Retail,East-David
1034,2023-03-01,Charlie,West,66.33914286,45,2985.261429,New,57.51771429,0.18,Bank Transfer,Retail,West-Charlie
1041,2023-03-01,Charlie,East,96.89885714,44,4263.549714,New,93.954,0.05,Credit Card,Retail,East-Charlie
1023,2023-03-02,David,West,133.2382857,39,5196.293143,New,127.1602857,0.24,Cash,Retail,West-David
1058,2023-03-02,Eve,West,102.9434286,39,4014.793714,Returning,101.2228571,0.26,Cash,Online,West-Eve
1058,2023-03-02,Eve,East,43.66857143,49,2139.76,Returning,37.34914286,0.24,Cash,Retail,East-Eve
1007,2023-03-03,Eve,West,75.36885714,1,75.36885714,Returning,72.66457143,0.2,Credit Card,Online,West-Eve
1035,2023-03-03,Bob,West,88.47542857,47,4158.345143,New,83.89942857,0.06,Bank Transfer,Online,West-Bob
1089,2023-03-03,Charlie,North,122.2874286,4,489.1497143,Returning,117.6477143,0.18,Bank Transfer,Online,North-Charlie
1095,2023-03-03,Eve,East,103.5814286,16,1657.302857,Returning,102.6014286,0.05,Credit Card,Retail,East-Eve
1009,2023-03-04,David,East,102.5951429,1,102.5951429,New,92.08771429,0.19,Bank Transfer,Retail,East-David
1033,2023-03-04,Bob,West,21.53742857,14,301.524,Returning,10.35371429,0.19,Cash,Retail,West-Bob
1070,2023-03-04,Bob,South,111.3197143,15,1669.795714,New,104.3902857,0.03,Credit Card,Retail,South-Bob
1094,2023-03-04,Bob,North,20.45257143,49,1002.176,Returning,17.58485714,0.21,Credit Card,Retail,North-Bob
1099,2023-03-04,David,East,55.87314286,10,558.7314286,New,43.74857143,0,Credit Card,Online,East-David
1050,2023-03-05,Bob,North,108.1688571,20,2163.377143,New,94.82628571,0.24,Bank Transfer,Online,North-Bob
1058,2023-03-05,Eve,North,77.57285714,48,3723.497143,Returning,74.192,0.04,Cash,Online,North-Eve
1024,2023-03-06,Alice,South,46.42542857,35,1624.89,New,35.958,0.08,Credit Card,Online,South-Alice
1005,2023-03-08,Alice,North,19.53657143,12,234.4388571,New,7.236857143,0.25,Credit Card,Online,North-Alice
1067,2023-03-08,Bob,East,109.7871429,28,3074.04,New,99.71,0.03,Bank Transfer,Online,East-Bob
1058,2023-03-09,Eve,South,74.24,40,2969.6,Returning,64.27885714,0.18,Credit Card,Retail,South-Eve
1027,2023-03-10,Eve,South,81.38285714,21,1709.04,Returning,71.75457143,0.06,Bank Transfer,Online,South-Eve
1040,2023-03-10,Charlie,East,82.36714286,13,1070.772857,Returning,78.57657143,0.24,Credit Card,Online,East-Charlie
1040,2023-03-10,Alice,East,125.21,42,5258.82,New,120.1511429,0.25,Cash,Retail,East-Alice
1038,2023-03-11,Bob,South,79.71714286,15,1195.757143,Returning,72.66742857,0.07,Cash,Online,South-Bob
1030,2023-03-13,Alice,North,75.94457143,39,2961.838286,New,71.75085714,0.19,Credit Card,Retail,North-Alice
1032,2023-03-13,Alice,North,142.1494286,20,2842.988571,New,135.474,0.09,Credit Card,Online,North-Alice
1038,2023-03-13,David,North,12.746,9,114.714,New,11.44057143,0.01,Bank Transfer,Retail,North-David
1061,2023-03-13,Bob,South,79.12914286,11,870.4205714,Returning,74.13457143,0.01,Bank Transfer,Retail,South-Bob
1021,2023-03-14,David,South,27.31885714,23,628.3337143,Returning,16.59285714,0.07,Cash,Retail,South-David
1062,2023-03-14,Alice,East,97.66257143,24,2343.901714,Returning,86.22885714,0.23,Bank Transfer,Retail,East-Alice
1090,2023-03-14,David,East,77.56314286,47,3645.467714,New,66.02342857,0.19,Cash,Retail,East-David
1060,2023-03-15,David,South,71.79542857,44,3158.998857,Returning,63.19857143,0.04,Cash,Online,South-David
1039,2023-03-16,Eve,North,90.89228571,35,3181.23,New,78.164,0.1,Credit Card,Retail,North-Eve
1062,2023-03-16,David,West,147.6205714,45,6642.925714,Returning,138.56,0.25,Credit Card,Online,West-David
1097,2023-03-16,David,South,64.424,35,2254.84,New,55.95685714,0.16,Credit Card,Online,South-David
1098,2023-03-16,David,South,25.08828571,11,275.9711429,New,21.18514286,0.29,Cash,Retail,South-David
1017,2023-03-17,Bob,North,111.2208571,28,3114.184,Returning,108.026,0.1,Cash,Retail,North-Bob
1024,2023-03-17,Eve,South,66.81885714,46,3073.667429,Returning,57.614,0.19,Bank Transfer,Retail,South-Eve
1036,2023-03-17,Alice,East,106.9177143,23,2459.107429,New,95.30085714,0.03,Bank Transfer,Retail,East-Alice
1016,2023-03-18,David,South,24.68028571,4,98.72114286,New,19.68514286,0.27,Credit Card,Retail,South-David
1095,2023-03-18,Eve,South,50.25657143,43,2161.032571,Returning,38.05314286,0.23,Bank Transfer,Retail,South-Eve
1020,2023-03-19,Eve,West,55.18742857,19,1048.561143,Returning,50.95657143,0.27,Bank Transfer,Retail,West-Eve
1030,2023-03-19,David,East,35.01828571,2,70.03657143,Returning,24.14114286,0.23,Credit Card,Online,East-David
1035,2023-03-19,Bob,South,78.73028571,9,708.5725714,Returning,72.42685714,0.13,Credit Card,Retail,South-Bob
1011,2023-03-20,Bob,East,145.9265714,2,291.8531429,Returning,140.1762857,0.1,Cash,Online,East-Bob
1026,2023-03-20,Bob,East,151.3328571,19,2875.324286,New,142.6194286,0.12,Bank Transfer,Online,East-Bob
1069,2023-03-21,Bob,East,83.08828571,29,2409.560286,New,70.36171429,0.12,Credit Card,Online,East-Bob
1084,2023-03-21,Eve,South,88.698,40,3547.92,New,82.59857143,0.21,Bank Transfer,Online,South-Eve
1061,2023-03-22,Alice,East,79.172,34,2691.848,New,76.59485714,0.2,Bank Transfer,Online,East-Alice
1076,2023-03-22,Charlie,South,81.84142857,23,1882.352857,Returning,78.83314286,0.18,Credit Card,Retail,South-Charlie
1097,2023-03-22,Eve,North,141.4271429,6,848.5628571,Returning,139.5994286,0.17,Bank Transfer,Online,North-Eve
1031,2023-03-23,Eve,East,106.042,32,3393.344,New,95.75228571,0.16,Cash,Retail,East-Eve
1035,2023-03-23,David,East,49.872,30,1496.16,New,37.14371429,0.09,Cash,Retail,East-David
1078,2023-03-23,Eve,West,76.044,33,2509.452,New,68.47657143,0.18,Bank Transfer,Online,West-Eve
1092,2023-03-23,Bob,South,99.294,18,1787.292,Returning,87.72771429,0.2,Bank Transfer,Online,South-Bob
1061,2023-03-24,Charlie,East,19.79171429,13,257.2922857,New,18.21057143,0.08,Credit Card,Online,East-Charlie
1005,2023-03-25,Bob,West,59.29571429,14,830.14,Returning,53.17714286,0.1,Credit Card,Retail,West-Bob
1049,2023-03-25,Eve,East,28.688,17,487.696,Returning,15.96285714,0.03,Credit Card,Online,East-Eve
1053,2023-03-25,Bob,East,53.21742857,1,53.21742857,Returning,48.652,0.24,Cash,Retail,East-Bob
1055,2023-03-25,David,East,74.31228571,11,817.4351429,New,71.29142857,0.21,Bank Transfer,Retail,East-David
1074,2023-03-25,Eve,West,81.05542857,38,3080.106286,Returning,74.58857143,0.19,Credit Card,Online,West-Eve
1092,2023-03-25,Alice,West,70.49371429,49,3454.192,New,66.14285714,0.15,Bank Transfer,Retail,West-Alice
1097,2023-03-26,David,East,68.40571429,7,478.84,New,54.18142857,0.22,Bank Transfer,Online,East-David
1010,2023-03-27,Eve,South,128.4537143,37,4752.787429,Returning,124.4262857,0.01,Bank Transfer,Online,South-Eve
1069,2023-03-27,David,East,123.4551429,47,5802.391714,New,119.1951429,0.07,Cash,Online,East-David
1096,2023-03-27,Alice,North,77.54628571,48,3722.221714,New,69.97742857,0.01,Credit Card,Online,North-Alice
